GO:0000001	mitochondrion inheritance
GO:0016456	X chromosome located dosage compensation complex, transcription activating
GO:0016457	dosage compensation complex assembly involved in dosage compensation by hyperactivation of X chromosome
GO:0016458	gene silencing
GO:0016459	myosin complex
GO:0016460	myosin II complex
GO:0016461	unconventional myosin complex
GO:0016462	pyrophosphatase activity
GO:0016464	chloroplast protein-transporting ATPase activity
GO:0016465	chaperonin ATPase complex
GO:0016469	proton-transporting two-sector ATPase complex
GO:0016471	vacuolar proton-transporting V-type ATPase complex
GO:0016476	regulation of embryonic cell shape
GO:0016477	cell migration
GO:0016479	negative regulation of transcription by RNA polymerase I
GO:0016480	negative regulation of transcription by RNA polymerase III
GO:0016482	cytosolic transport
GO:0016485	protein processing
GO:0016486	peptide hormone processing
GO:0016487	farnesol metabolic process
GO:0016488	farnesol catabolic process
GO:0016491	oxidoreductase activity
GO:0016492	G protein-coupled neurotensin receptor activity
GO:0016493	C-C chemokine receptor activity
GO:0016494	C-X-C chemokine receptor activity
GO:0016495	C-X3-C chemokine receptor activity
GO:0016496	substance P receptor activity
GO:0016497	substance K receptor activity
GO:0016499	orexin receptor activity
GO:0016500	protein-hormone receptor activity
GO:0016501	prostacyclin receptor activity
GO:0016502	nucleotide receptor activity
GO:0016503	pheromone receptor activity
GO:0016504	peptidase activator activity
GO:0016505	peptidase activator activity involved in apoptotic process
GO:0016507	mitochondrial fatty acid beta-oxidation multienzyme complex
GO:0016508	long-chain-enoyl-CoA hydratase activity
GO:0016509	long-chain-3-hydroxyacyl-CoA dehydrogenase activity
GO:0016513	core-binding factor complex
GO:0016514	SWI/SNF complex
GO:0016515	interleukin-13 receptor activity
GO:0016517	interleukin-12 receptor activity
GO:0016519	gastric inhibitory peptide receptor activity
GO:0016520	growth hormone-releasing hormone receptor activity
GO:0016521	pituitary adenylate cyclase activating polypeptide activity
GO:0016525	negative regulation of angiogenesis
GO:0016528	sarcoplasm
GO:0016529	sarcoplasmic reticulum
GO:0016530	metallochaperone activity
GO:0016531	copper chaperone activity
GO:0016532	superoxide dismutase copper chaperone activity
GO:0016533	protein kinase 5 complex
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
GO:0016539	intein-mediated protein splicing
GO:0016540	protein autoprocessing
GO:0016543	male courtship behavior, orientation prior to leg tapping and wing vibration
GO:0016544	male courtship behavior, tapping to detect pheromone
GO:0016545	male courtship behavior, veined wing vibration
GO:0016546	male courtship behavior, proboscis-mediated licking
GO:0016553	base conversion or substitution editing
GO:0016554	cytidine to uridine editing
GO:0016556	mRNA modification
GO:0016557	peroxisome membrane biogenesis
GO:0016558	protein import into peroxisome matrix
GO:0016559	peroxisome fission
GO:0016560	protein import into peroxisome matrix, docking
GO:0016561	protein import into peroxisome matrix, translocation
GO:0016562	protein import into peroxisome matrix, receptor recycling
GO:0016567	protein ubiquitination
GO:0016569	covalent chromatin modification
GO:0016570	histone modification
GO:0016571	histone methylation
GO:0016572	histone phosphorylation
GO:0016573	histone acetylation
GO:0016574	histone ubiquitination
GO:0016575	histone deacetylation
GO:0016576	histone dephosphorylation
GO:0016577	histone demethylation
GO:0016578	histone deubiquitination
GO:0016579	protein deubiquitination
GO:0016580	Sin3 complex
GO:0016581	NuRD complex
GO:0016584	nucleosome positioning
GO:0016586	RSC-type complex
GO:0016587	Isw1 complex
GO:0016589	NURF complex
GO:0016590	ACF complex
GO:0016591	RNA polymerase II, holoenzyme
GO:0016592	mediator complex
GO:0016593	Cdc73/Paf1 complex
GO:0016594	glycine binding
GO:0016595	glutamate binding
GO:0016596	thienylcyclohexylpiperidine binding
GO:0016597	amino acid binding
GO:0016598	protein arginylation
GO:0016600	flotillin complex
GO:0016601	Rac protein signal transduction
GO:0016602	CCAAT-binding factor complex
GO:0016603	glutaminyl-peptide cyclotransferase activity
GO:0016604	nuclear body
GO:0016605	PML body
GO:0016607	nuclear speck
GO:0016608	growth hormone-releasing hormone activity
GO:0016610	nitrogenase complex
GO:0016612	molybdenum-iron nitrogenase complex
GO:0016613	vanadium-iron nitrogenase complex
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors
GO:0016615	malate dehydrogenase activity
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
GO:0016618	hydroxypyruvate reductase activity
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
GO:0016621	cinnamoyl-CoA reductase activity
GO:0016622	oxidoreductase activity, acting on the aldehyde or oxo group of donors, cytochrome as acceptor
GO:0016623	oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor
GO:0016624	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
GO:0016625	oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor
GO:0016627	oxidoreductase activity, acting on the CH-CH group of donors
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor
GO:0016629	12-oxophytodienoate reductase activity
GO:0016630	protochlorophyllide reductase activity
GO:0016631	enoyl-[acyl-carrier-protein] reductase activity
GO:0016632	oxidoreductase activity, acting on the CH-CH group of donors, cytochrome as acceptor
GO:0016633	galactonolactone dehydrogenase activity
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor
GO:0016635	oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor
GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0016642	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor
GO:0016643	oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor
GO:0016645	oxidoreductase activity, acting on the CH-NH group of donors
GO:0016646	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor
GO:0016647	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor
GO:0016648	oxidoreductase activity, acting on the CH-NH group of donors, disulfide as acceptor
GO:0016649	oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor
GO:0016651	oxidoreductase activity, acting on NAD(P)H
GO:0016652	oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
GO:0016656	monodehydroascorbate reductase (NADH) activity
GO:0016657	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor
GO:0016661	oxidoreductase activity, acting on other nitrogenous compounds as donors
GO:0016662	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor
GO:0016663	oxidoreductase activity, acting on other nitrogenous compounds as donors, oxygen as acceptor
GO:0016664	oxidoreductase activity, acting on other nitrogenous compounds as donors, iron-sulfur protein as acceptor
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0016669	oxidoreductase activity, acting on a sulfur group of donors, cytochrome as acceptor
GO:0016670	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0016671	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0016672	oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor
GO:0016673	oxidoreductase activity, acting on a sulfur group of donors, iron-sulfur protein as acceptor
GO:0016675	oxidoreductase activity, acting on a heme group of donors
GO:0016676	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
GO:0016677	oxidoreductase activity, acting on a heme group of donors, nitrogenous group as acceptor
GO:0016679	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016681	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
GO:0016682	oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor
GO:0016688	L-ascorbate peroxidase activity
GO:0016689	manganese peroxidase activity
GO:0016690	diarylpropane peroxidase activity
GO:0016691	chloride peroxidase activity
GO:0016692	NADH peroxidase activity
GO:0016695	oxidoreductase activity, acting on hydrogen as donor
GO:0016696	oxidoreductase activity, acting on hydrogen as donor, NAD or NADP as acceptor
GO:0016697	oxidoreductase activity, acting on hydrogen as donor, cytochrome as acceptor
GO:0016699	oxidoreductase activity, acting on hydrogen as donor, iron-sulfur protein as acceptor
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0016703	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
GO:0016706	2-oxoglutarate-dependent dioxygenase activity
GO:0016707	gibberellin 3-beta-dioxygenase activity
GO:0016708	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen
GO:0016710	trans-cinnamate 4-monooxygenase activity
GO:0016711	flavonoid 3'-monooxygenase activity
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
GO:0016713	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen
GO:0016714	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen
GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
GO:0016716	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen
GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0016719	carotene 7,8-desaturase activity
GO:0016720	delta12-fatty acid dehydrogenase activity
GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor
GO:0016722	oxidoreductase activity, oxidizing metal ions
GO:0016723	oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor
GO:0016724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor
GO:0016725	oxidoreductase activity, acting on CH or CH2 groups
GO:0016726	oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor
GO:0016727	oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor
GO:0016728	oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0016731	oxidoreductase activity, acting on iron-sulfur proteins as donors, NAD or NADP as acceptor
GO:0016732	oxidoreductase activity, acting on iron-sulfur proteins as donors, dinitrogen as acceptor
GO:0016737	oxidoreductase activity, acting on reduced flavodoxin as donor
GO:0016738	oxidoreductase activity, acting on reduced flavodoxin as donor, dinitrogen as acceptor
GO:0016740	transferase activity
GO:0016741	transferase activity, transferring one-carbon groups
GO:0016742	hydroxymethyl-, formyl- and related transferase activity
GO:0016743	carboxyl- or carbamoyltransferase activity
GO:0016744	transferase activity, transferring aldehyde or ketonic groups
GO:0016746	transferase activity, transferring acyl groups
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups
